id,fake,real
TEST_00000,0.0013014638097956777,0.9987905621528625
TEST_00001,7.892279973020777e-05,0.9998648166656494
TEST_00002,3.900338560924865e-05,0.9999271631240845
TEST_00003,0.1545085459947586,0.9207895994186401
TEST_00004,1.1524967646892037e-07,0.9999992847442627
TEST_00005,1.3905478990494657e-09,1.0
TEST_00006,1.8476094965080847e-07,0.9999988079071045
TEST_00007,8.836421443447762e-07,0.9999963045120239
TEST_00008,0.00035756529541686177,0.9994891881942749
TEST_00009,4.726194674731232e-05,0.9999001026153564
TEST_00010,2.620053862756322e-07,0.9999984502792358
TEST_00011,3.54451049133786e-06,0.9999880790710449
TEST_00012,8.492163942719344e-06,0.9999750852584839
TEST_00013,1.2889227946288884e-05,0.9999635219573975
TEST_00014,0.0023792427964508533,0.9975499510765076
TEST_00015,6.412625225493684e-06,0.999980092048645
TEST_00016,9.83751988314907e-07,0.9999957084655762
TEST_00017,1.0988076155626914e-06,0.9999948740005493
TEST_00018,1.3529704290249356e-07,0.9999990463256836
TEST_00019,0.001239514327608049,0.9986261129379272
TEST_00020,1.3977327073533274e-09,1.0
TEST_00021,3.82965081371367e-05,0.999910831451416
TEST_00022,0.001109123695641756,0.9985775947570801
TEST_00023,1.5673458619858138e-05,0.9999572038650513
TEST_00024,0.00012808499741367996,0.9997939467430115
TEST_00025,3.203807136742398e-05,0.9999285936355591
TEST_00026,9.037088943841809e-07,0.999996542930603
TEST_00027,1.0230956348777909e-07,0.9999992847442627
TEST_00028,6.556040898431093e-05,0.9998811483383179
TEST_00029,3.99984685373056e-07,0.9999978542327881
TEST_00030,0.15893620252609253,0.9310499429702759
TEST_00031,0.002448928775265813,0.9984304308891296
TEST_00032,0.0006957203149795532,0.999019980430603
TEST_00033,3.857856791000813e-05,0.999914288520813
TEST_00034,0.008173258043825626,0.9935603141784668
TEST_00035,0.00026198464911431074,0.9996223449707031
TEST_00036,0.32687169313430786,0.8388113379478455
TEST_00037,0.00016443456115666777,0.9997089505195618
TEST_00038,5.488042233992019e-07,0.9999971389770508
TEST_00039,7.113385890988866e-06,0.9999784231185913
TEST_00040,1.6279398940000078e-09,1.0
TEST_00041,8.295968291349709e-05,0.9998645782470703
TEST_00042,8.927290018334588e-09,0.9999998807907104
TEST_00043,4.916419129585847e-06,0.9999833106994629
TEST_00044,1.979501860205346e-07,0.9999988079071045
TEST_00045,1.1387281801944482e-06,0.9999955892562866
TEST_00046,6.373201131282258e-07,0.9999973773956299
TEST_00047,7.347412608882387e-12,1.0
TEST_00048,4.11801811424084e-05,0.999929666519165
