id,fake,real
TEST_00000,0.19855067133903503,0.9724250435829163
TEST_00001,0.159037247300148,0.9916191101074219
TEST_00002,0.13669009506702423,0.9933807849884033
TEST_00003,0.7440243363380432,0.0881725624203682
TEST_00004,0.2941274642944336,0.9870308041572571
TEST_00005,0.05066561698913574,0.9988443851470947
TEST_00006,0.07786799967288971,0.9968003034591675
TEST_00007,0.3694301247596741,0.9462653994560242
TEST_00008,0.44314709305763245,0.9642999172210693
TEST_00009,0.47629314661026,0.4319927990436554
TEST_00010,0.054310038685798645,0.9974328875541687
TEST_00011,0.30483126640319824,0.9943042397499084
TEST_00012,0.5222358703613281,0.7666133046150208
TEST_00013,0.5429564118385315,0.11677578091621399
TEST_00014,0.0841727927327156,0.9952245950698853
TEST_00015,0.5381450057029724,0.8835302591323853
TEST_00016,0.32178130745887756,0.987356424331665
TEST_00017,0.1560913622379303,0.9933722019195557
TEST_00018,0.02681928128004074,0.999934196472168
TEST_00019,0.4878923296928406,0.8831400275230408
TEST_00020,0.11243478208780289,0.9979264736175537
TEST_00021,0.4698030650615692,0.8391729593276978
TEST_00022,0.254589319229126,0.9696994423866272
TEST_00023,0.12339206039905548,0.9856701493263245
TEST_00024,0.2060709148645401,0.9829173684120178
TEST_00025,0.06519390642642975,0.9986104965209961
TEST_00026,0.15299691259860992,0.9924576282501221
TEST_00027,0.18126368522644043,0.9958048462867737
TEST_00028,0.19370900094509125,0.9575477838516235
TEST_00029,0.0897074043750763,0.9946818947792053
TEST_00030,0.45765742659568787,0.9576706886291504
TEST_00031,0.16247835755348206,0.9989946484565735
TEST_00032,0.20736289024353027,0.9988196492195129
TEST_00033,0.1893698126077652,0.9988341927528381
TEST_00034,0.22184373438358307,0.996917724609375
TEST_00035,0.40570420026779175,0.9676600098609924
TEST_00036,0.5299709439277649,0.6719598770141602
TEST_00037,0.47655192017555237,0.7561638951301575
TEST_00038,0.13927136361598969,0.9966302514076233
TEST_00039,0.11749245971441269,0.9969133138656616
TEST_00040,0.12277432531118393,0.9964208602905273
TEST_00041,0.4604852795600891,0.9846113324165344
TEST_00042,0.05344805866479874,0.9997062087059021
TEST_00043,0.29076915979385376,0.9941105246543884
TEST_00044,0.23345762491226196,0.9931255578994751
TEST_00045,0.1958562731742859,0.9864497780799866
TEST_00046,0.05539001151919365,0.9997134804725647
TEST_00047,0.4257100522518158,0.9925593137741089
TEST_00048,0.42818668484687805,0.9885410666465759
TEST_00049,0.0691118985414505,0.9997484087944031
TEST_00050,0.0773342028260231,0.9989689588546753
TEST_00051,0.5220630764961243,0.498507559299469
TEST_00052,0.059876229614019394,0.9978638291358948
TEST_00053,0.2291121631860733,0.9933040738105774
TEST_00054,0.18553367257118225,0.9869647026062012
TEST_00055,0.3694761097431183,0.9543167948722839
TEST_00056,0.2733822762966156,0.996826171875
TEST_00057,0.014221797697246075,0.9999934434890747
TEST_00058,0.5261862277984619,0.03174275532364845
TEST_00059,0.5268877744674683,0.04530097171664238
