id,fake,real
TEST_00000,0.026158764958381653,0.9842856526374817
TEST_00001,0.004571168217808008,0.9946426153182983
TEST_00002,7.135869964258745e-05,0.9997339844703674
TEST_00003,0.5936934947967529,0.3368997275829315
TEST_00004,2.2310482563625555e-06,0.9999547004699707
TEST_00005,3.460579739433811e-11,1.0
TEST_00006,1.1012996026238397e-07,0.5574722290039062
TEST_00007,6.553121352226299e-07,0.9999781847000122
TEST_00008,0.1825648695230484,0.8918765187263489
TEST_00009,4.57975858125792e-07,0.9999620914459229
TEST_00010,3.031144046872214e-07,0.9999758005142212
TEST_00011,0.0001766275381669402,0.9991239905357361
TEST_00012,7.23404309610487e-06,0.999850869178772
TEST_00013,0.0001601351541467011,0.9991075396537781
TEST_00014,3.663545066956431e-05,0.9996994733810425
TEST_00015,0.0007802121108397841,0.9959039092063904
TEST_00016,6.493114597105887e-07,0.9999747276306152
TEST_00017,5.182275231163658e-08,0.9999940395355225
TEST_00018,1.5620472026967036e-07,0.9999473094940186
TEST_00019,0.012214602902531624,0.990225613117218
TEST_00020,1.7565243481953985e-08,0.9999973773956299
TEST_00021,0.0012702691601589322,0.9944736361503601
TEST_00022,1.097602194022329e-06,0.9999486207962036
TEST_00023,6.875657376781419e-09,0.9999985694885254
TEST_00024,0.0011128406040370464,0.9976430535316467
TEST_00025,2.052450014389251e-07,0.9999920129776001
TEST_00026,0.00456042168661952,0.9947723746299744
TEST_00027,0.0031716483645141125,0.9756186008453369
TEST_00028,0.0004048223199788481,0.9992032647132874
TEST_00029,3.6259223179513356e-07,0.9999843835830688
TEST_00030,0.2473425269126892,0.9121382236480713
TEST_00031,0.0129640381783247,0.9858995079994202
TEST_00032,0.3553372025489807,0.7857117056846619
TEST_00033,0.0003179746854584664,0.998516857624054
TEST_00034,0.0034199466463178396,0.9940411448478699
TEST_00035,4.8106452595675364e-05,0.9996321201324463
TEST_00036,0.33016934990882874,0.7205122113227844
TEST_00037,0.02799925208091736,0.9637282490730286
TEST_00038,0.00032601808197796345,0.99873286485672
TEST_00039,6.711916284984909e-07,0.9999867677688599
TEST_00040,0.00018305772391613573,0.9885254502296448
TEST_00041,0.01630708947777748,0.9885602593421936
TEST_00042,6.674276131768409e-10,0.9978227615356445
TEST_00043,0.00012000321294181049,0.9992213249206543
TEST_00044,5.0629907377697236e-08,0.9999939203262329
TEST_00045,3.092413862759713e-07,0.9999914169311523
TEST_00046,6.669562480965396e-06,0.9999445676803589
TEST_00047,1.7681757100151962e-11,1.0
TEST_00048,0.001957387663424015,0.9969426989555359
TEST_00049,3.0717234311694597e-10,0.9999996423721313
TEST_00050,0.2300349771976471,0.9206545352935791
TEST_00051,0.28905653953552246,0.8097953200340271
TEST_00052,2.127179783428801e-07,0.9999912977218628
TEST_00053,1.0583376841566405e-08,0.9999982118606567
TEST_00054,7.154656600505405e-07,0.9999802112579346
TEST_00055,0.019308023154735565,0.9321699738502502
TEST_00056,2.794578449538676e-06,0.9999297857284546
TEST_00057,1.4906525666602555e-11,1.0
TEST_00058,0.8355545401573181,0.3431793749332428
TEST_00059,0.17516301572322845,0.5841294527053833
TEST_00060,4.240692774715171e-08,0.9999971389770508
TEST_00061,5.761926331615541e-07,0.9999613761901855
TEST_00062,3.489248683763435e-06,0.9999276399612427
TEST_00063,0.19851915538311005,0.8997647762298584
TEST_00064,0.5029928088188171,0.713391125202179
TEST_00065,2.5746738174348138e-05,0.9997767806053162
TEST_00066,2.1887257162234164e-07,0.9999868869781494
TEST_00067,4.746009096834314e-07,0.9999833106994629
TEST_00068,4.343187902122736e-05,0.9996397495269775
TEST_00069,0.008725936524569988,0.9892252087593079
TEST_00070,0.00011851732415379956,0.9992116689682007
TEST_00071,6.976148370085866e-08,0.9999973773956299
TEST_00072,0.015606971457600594,0.9810143113136292
TEST_00073,3.197399337295792e-06,0.9999570846557617
TEST_00074,0.0001413062127539888,0.9990967512130737
TEST_00075,0.05074603110551834,0.9431796669960022
TEST_00076,0.6547008156776428,0.7016603350639343
TEST_00077,0.0570068433880806,0.9614549875259399
TEST_00078,1.1660793164391947e-10,0.9999998807907104
TEST_00079,0.5804873108863831,0.17573018372058868
TEST_00080,1.2187456377432682e-06,0.9999536275863647
TEST_00081,7.153402492576788e-08,0.9999891519546509
TEST_00082,0.0008177960989996791,0.9950466156005859
TEST_00083,0.4669145941734314,0.775583028793335
TEST_00084,1.8547101632293561e-09,0.9999986886978149
TEST_00085,0.00010817481233971193,0.9994681477546692
TEST_00086,0.513690173625946,0.795430600643158
TEST_00087,5.726930751848158e-08,0.999992847442627
TEST_00088,0.00034188918652944267,0.998264729976654
TEST_00089,0.051638852804899216,0.9265221953392029
TEST_00090,0.05884581804275513,0.9687376022338867
TEST_00091,1.1652405618178818e-07,0.9999793767929077
TEST_00092,8.472402441839222e-06,0.9999088048934937
TEST_00093,0.23466120660305023,0.8294087052345276
TEST_00094,3.1372002773366603e-09,0.9999983310699463
TEST_00095,8.631326636532322e-05,0.9996219873428345
TEST_00096,0.046503230929374695,0.9657571315765381
TEST_00097,0.000322548090480268,0.9752960205078125
TEST_00098,0.31167635321617126,0.8798347115516663
TEST_00099,9.361628485748952e-07,0.9999867677688599
TEST_00100,6.0092570492997766e-06,0.9999164342880249
TEST_00101,0.00026701678871177137,0.9983797073364258
TEST_00102,0.10482712835073471,0.35287967324256897
TEST_00103,0.9983028173446655,0.0005740243941545486
TEST_00104,0.10904238373041153,0.9618593454360962
TEST_00105,2.799568632472216e-10,0.9999998807907104
TEST_00106,0.6687713861465454,0.4517841935157776
TEST_00107,0.06405628472566605,0.9437724351882935
TEST_00108,1.1157297308272973e-11,0.9999958276748657
TEST_00109,0.026392491534352303,0.979047954082489
TEST_00110,0.9831026196479797,0.012309988960623741
TEST_00111,0.0007845706422813237,0.9982360601425171
TEST_00112,0.008122122846543789,0.9903636574745178
TEST_00113,0.01607159711420536,0.9809213876724243
TEST_00114,0.03980269655585289,0.969556450843811
TEST_00115,8.190258995455224e-06,0.9998670816421509
TEST_00116,0.2359815239906311,0.8373916745185852
TEST_00117,1.386814432180472e-07,0.9999916553497314
TEST_00118,0.33543160557746887,0.8416983485221863
TEST_00119,6.889732730996911e-07,0.999948263168335
TEST_00120,4.0227832869277336e-06,0.9999232292175293
TEST_00121,4.8765152314445004e-05,0.9996675252914429
TEST_00122,4.3113141146022826e-05,0.9988290667533875
TEST_00123,7.974093705342966e-07,0.9999783039093018
TEST_00124,0.11999254673719406,0.9252899289131165
TEST_00125,0.001871045446023345,0.9967591166496277
TEST_00126,1.5642178823327413e-06,0.9999651908874512
TEST_00127,1.0012760620625727e-09,0.9999996423721313
TEST_00128,4.0384602471021935e-05,0.9996732473373413
TEST_00129,0.0903395265340805,0.9482458829879761
TEST_00130,5.8789333706954494e-05,0.9997019171714783
TEST_00131,4.547616727634818e-10,0.9999997615814209
TEST_00132,0.0010286542819812894,0.996631920337677
TEST_00133,0.9897502064704895,0.0058814953081309795
TEST_00134,0.2115776389837265,0.8750218749046326
TEST_00135,0.0005800494691357017,0.9991975426673889
TEST_00136,0.22394639253616333,0.8968275189399719
TEST_00137,0.15318803489208221,0.9352445602416992
TEST_00138,5.914181144817121e-08,0.9999967813491821
TEST_00139,3.143845503927878e-07,0.9999833106994629
TEST_00140,0.028757430613040924,0.9733884334564209
TEST_00141,3.312962689960841e-06,0.9881099462509155
TEST_00142,0.002960901241749525,0.9922531247138977
TEST_00143,0.9993684887886047,0.00010861876216949895
TEST_00144,0.25230759382247925,0.8800063729286194
TEST_00145,0.0023743631318211555,0.993874728679657
TEST_00146,0.013027324341237545,0.9844904541969299
TEST_00147,0.033668987452983856,0.9733822345733643
TEST_00148,0.018532846122980118,0.9880638718605042
TEST_00149,0.14629648625850677,0.946077287197113
TEST_00150,0.41467970609664917,0.8387283086776733
TEST_00151,6.427380867535248e-06,0.999870777130127
TEST_00152,5.1492072827841184e-09,0.9774617552757263
TEST_00153,0.04796861857175827,0.9720630049705505
TEST_00154,0.013099005445837975,0.9847116470336914
TEST_00155,0.0004318051796872169,0.9977037310600281
TEST_00156,2.1450470740091987e-05,0.9998942613601685
TEST_00157,0.0008169689681380987,0.9973328113555908
TEST_00158,1.4414867166578915e-07,0.9999939203262329
TEST_00159,0.41378316283226013,0.8051879405975342
TEST_00160,3.857275805785321e-05,0.9992129802703857
TEST_00161,0.0005066373851150274,0.9982143640518188
TEST_00162,3.5148364774251206e-10,0.9999997615814209
TEST_00163,0.03346879407763481,0.9707052707672119
