id,fake,real
TEST_00000,0.8691696971654892,0.1308303
TEST_00001,0.8911687508225441,0.10883125
TEST_00002,0.8992678374052048,0.10073216
TEST_00003,0.6374542713165283,0.36254573
TEST_00004,0.8883271738886833,0.111672826
TEST_00005,0.7041747570037842,0.29582524
TEST_00006,0.5707477033138275,0.4292523
TEST_00007,0.8179696947336197,0.1820303
TEST_00008,0.8276728093624115,0.17232719
TEST_00009,0.8403340429067612,0.15966596
TEST_00010,0.5490263402462006,0.45097366
TEST_00011,0.9592643529176712,0.040735647
TEST_00012,0.786713182926178,0.21328682
TEST_00013,0.6832444667816162,0.31675553
TEST_00014,0.5619505643844604,0.43804944
TEST_00015,0.7184761762619019,0.28152382
TEST_00016,0.6471987962722778,0.3528012
TEST_00017,0.7154824137687683,0.2845176
TEST_00018,0.6693242192268372,0.33067578
TEST_00019,0.8273738771677017,0.17262612
TEST_00020,0.5252274572849274,0.47477254
TEST_00021,0.6446307003498077,0.3553693
TEST_00022,0.5109134018421173,0.4890866
TEST_00023,0.740921139717102,0.25907886
TEST_00024,0.6982993185520172,0.30170068
TEST_00025,0.5622920393943787,0.43770796
TEST_00026,0.8013638108968735,0.19863619
TEST_00027,0.8934553191065788,0.10654468
TEST_00028,0.6170291304588318,0.38297087
TEST_00029,0.5293252170085907,0.47067478
TEST_00030,0.8559774905443192,0.14402251
TEST_00031,0.8547669500112534,0.14523305
TEST_00032,0.35510313510894775,0.64489686
TEST_00033,0.9122854247689247,0.087714575
TEST_00034,0.7518913745880127,0.24810863
TEST_00035,0.7998532503843307,0.20014675
TEST_00036,0.9198767021298409,0.0801233
TEST_00037,0.8936756253242493,0.106324375
TEST_00038,0.8465738147497177,0.15342619
TEST_00039,0.7940121442079544,0.20598786
TEST_00040,0.3175700306892395,0.68242997
TEST_00041,0.9178922027349472,0.0821078
TEST_00042,0.46027320623397827,0.5397268
TEST_00043,0.8789939656853676,0.121006034
TEST_00044,0.4425562024116516,0.5574438
TEST_00045,0.7861869931221008,0.213813
TEST_00046,0.8037166893482208,0.19628331
TEST_00047,0.8192908763885498,0.18070912
TEST_00048,0.9303107708692551,0.06968923
TEST_00049,0.9105292335152626,0.08947077
TEST_00050,0.9144756495952606,0.08552435
TEST_00051,0.6035304963588715,0.3964695
TEST_00052,0.4957071542739868,0.50429285
TEST_00053,0.8173592388629913,0.18264076
TEST_00054,0.762509822845459,0.23749018
TEST_00055,0.7198600471019745,0.28013995
TEST_00056,0.8897866159677505,0.110213384
TEST_00057,0.8040703386068344,0.19592966
TEST_00058,0.8216152638196945,0.17838474
TEST_00059,0.6741879880428314,0.325812
TEST_00060,0.5180879831314087,0.48191202
TEST_00061,0.5599203705787659,0.44007963
TEST_00062,0.82844577729702,0.17155422
TEST_00063,0.8703562021255493,0.1296438
TEST_00064,0.8647491335868835,0.13525087
TEST_00065,0.7196234166622162,0.28037658
TEST_00066,0.6469196677207947,0.35308033
TEST_00067,0.8028433471918106,0.19715665
TEST_00068,0.5942040681838989,0.40579593
TEST_00069,0.8840487152338028,0.115951285
TEST_00070,0.7729944437742233,0.22700556
TEST_00071,0.8667965829372406,0.13320342
TEST_00072,0.8978016525506973,0.10219835
TEST_00073,0.8295516073703766,0.1704484
TEST_00074,0.7574454843997955,0.24255452
TEST_00075,0.7801461070775986,0.2198539
TEST_00076,0.9000615477561951,0.09993845
TEST_00077,0.7710201293230057,0.22897987
TEST_00078,0.8900937438011169,0.109906256
TEST_00079,0.7037885785102844,0.29621142
TEST_00080,0.875263161957264,0.12473684
TEST_00081,0.7725960463285446,0.22740395
TEST_00082,0.8368909955024719,0.163109
TEST_00083,0.8276202827692032,0.17237972
TEST_00084,0.5839026272296906,0.41609737
TEST_00085,0.7941117733716965,0.20588823
TEST_00086,0.8567790240049362,0.14322098
TEST_00087,0.602543979883194,0.39745602
TEST_00088,0.5837821364402771,0.41621786
TEST_00089,0.8851601630449295,0.11483984
TEST_00090,0.8727511912584305,0.12724881
TEST_00091,0.41799628734588623,0.5820037
TEST_00092,0.6589788198471069,0.34102118
TEST_00093,0.9506544582545757,0.04934554
TEST_00094,0.8647125959396362,0.1352874
TEST_00095,0.6694959700107574,0.33050403
TEST_00096,0.9054381251335144,0.094561875
TEST_00097,0.7202562093734741,0.2797438
TEST_00098,0.8021090626716614,0.19789094
TEST_00099,0.8900378346443176,0.109962165
TEST_00100,0.5869066119194031,0.4130934
TEST_00101,0.7668894976377487,0.2331105
TEST_00102,0.7399471700191498,0.26005283
TEST_00103,0.6461142003536224,0.3538858
TEST_00104,0.8509437441825867,0.14905626
TEST_00105,0.8626014292240143,0.13739857
TEST_00106,0.9365696534514427,0.06343035
TEST_00107,0.8554680496454239,0.14453195
TEST_00108,0.3534659743309021,0.646534
TEST_00109,0.9317930117249489,0.06820699
TEST_00110,0.7281172573566437,0.27188274
TEST_00111,0.8654074817895889,0.13459252
TEST_00112,0.9153653383255005,0.08463466
TEST_00113,0.8742841929197311,0.1257158
TEST_00114,0.8540158420801163,0.14598416
TEST_00115,0.6667160987854004,0.3332839
TEST_00116,0.8789217695593834,0.12107823
TEST_00117,0.7038489282131195,0.29615107
TEST_00118,0.8979112207889557,0.10208878
TEST_00119,0.7680045664310455,0.23199543
TEST_00120,0.7797673642635345,0.22023264
TEST_00121,0.7298687100410461,0.2701313
TEST_00122,0.7933091670274734,0.20669083
TEST_00123,0.7180758118629456,0.2819242
TEST_00124,0.9391109757125378,0.060889024
TEST_00125,0.873329296708107,0.1266707
TEST_00126,0.796013668179512,0.20398633
TEST_00127,0.614085465669632,0.38591453
TEST_00128,0.8772937878966331,0.12270621
TEST_00129,0.4617316722869873,0.5382683
TEST_00130,0.8996461108326912,0.10035389
TEST_00131,0.7941426634788513,0.20585734
TEST_00132,0.48713237047195435,0.5128676
TEST_00133,0.5509373545646667,0.44906265
TEST_00134,0.9536709003150463,0.0463291
TEST_00135,0.8147535622119904,0.18524644
TEST_00136,0.8389398157596588,0.16106018
TEST_00137,0.930027648806572,0.06997235
TEST_00138,0.8820090666413307,0.11799093
TEST_00139,0.8872162401676178,0.11278376
TEST_00140,0.8189376145601273,0.18106239
TEST_00141,0.7838652580976486,0.21613474
TEST_00142,0.7980183660984039,0.20198163
TEST_00143,0.7103629112243652,0.2896371
TEST_00144,0.9411119595170021,0.05888804
TEST_00145,0.892960712313652,0.10703929
TEST_00146,0.8292346894741058,0.17076531
TEST_00147,0.7665191888809204,0.23348081
TEST_00148,0.8759805336594582,0.12401947
TEST_00149,0.9038805961608887,0.096119404
TEST_00150,0.8322941362857819,0.16770586
TEST_00151,0.8613915890455246,0.13860841
